          (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64)
          (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64)
          (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64)
          (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64)
          (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64)
          (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64)
          (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64)
          (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64)
          (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64)
          (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64)
          (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64)
          (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64)
          (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64)
          (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64)
          (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64)
          (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64)
          (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64)
          (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64)
          (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64)
          (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64)
          (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64)
          (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64)
          (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64)
          (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64)
          (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64)
          (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64)
          (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64)
          (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64)
         
node   1 sent_total  44458  recv_total  44333

node   2  (   1,    0) (   0,    0) (   8,    4) (  27,    5) (  54,   12) (  81,   49) (  97,   72) (  81,   91) (  81,   81) (  81,   81)
          (  81,   81) (  81,   81) (  81,   81) (  81,   81) (  81,   81) (  81,   81) (  81,   81) (  81,   81) (  81,   81) (  81,   81)
          (  81,   81) (  81,   81) (  81,   81) (  81,   81) (  81,   81) (  81,   81) (  81,   81) (  81,   81) (  81,   81) (  81,   81)
          (  81,   81) (  81,   81) (  81,   81) (  81,   81) (  81,   81) (  81,   81) (  81,   81) (  81,   81) (  81,   81) (  81,   81)
          (  81,   81) (  81,   81) (  81,   81) (  81,   81) (  81,   81) (  81,   81) (  81,   81) (  81,   81) (  81,   81) (  81,   81)
          (  81,   81) (  79,   81) (  67,   75) (  70,   65) (  72,   73) (  71,   73) (  60,   71) (  81,   74) (  72,   77) (  51,   70)
          (  66,   69) (  80,   73) (  71,   73) (  67,   74) (  81,   78) (  85,   75) (  73,   66) (  60,   74) (  68,   71) (  70,   73)
          (  77,   76) (  75,   73) (  47,   72) (  74,   69) (  82,   74) (  72,   79) (  71,   72) (  66,   64) (  79,   74) (  79,   71)
          (  64,   72) (  59,   76) (  87,   72) (  73,   82) (  84,   68) (  69,   79) (  73,   69) (  66,   68) (  74,   76) (  67,   66)
          (  81,   72) (  79,   69) (  73,   77) (  69,   70) (  75,   73) (  72,   77) (  71,   71) (  67,   69) (  60,   67) (  80,   71)
          (  80,   68) (  68,   74) (  83,   64) (  61,   59) (  56,   53) (  57,   59) (  67,   51) (  53,   55) (  67,   58) (  59,   60)
          (  61,   63) (  59,   59) (  54,   59) (  51,   54) (  63,   63) (  37,   54) (  73,   55) (  40,   59) (  65,   57) (  56,   55)
          (  50,   57) (  60,   58) (  57,   63) (  51,   56) (  63,   56) (  55,   51) (  47,   58) (  66,   56) (  55,   70) (  45,   49)
          (  59,   61) (  57,   59) (  44,   54) (  62,   55) (  56,   59) (  62,   60) (  46,   51) (  64,   54) (  57,   59) (  57,   50)
          (  59,   62) (  58,   56) (  60,   46) (  47,   55) (  49,   57) (  56,   63) (  50,   57) (  52,   53) (  60,   57) (  62,   55)
          (  47,   59) (  63,   62) (  62,   61) (  44,   57) (  58,   50) (  62,   57) (  57,   53) (  46,   54) (  69,   56) (  53,   54)
          (  61,   61) (  67,   56) (  55,   54) (  48,   62) (  55,   59) (  67,   58) (  50,   55) (  51,   54) (  66,   60) (  54,   54)
          (  53,   60) (  52,   49) (  74,   62) (  49,   57) (  55,   56) (  68,   60) (  59,   53) (  47,   59) (  46,   49) (  62,   61)
          (  57,   63) (  54,   58) (  51,   56) (  52,   60) (  62,   58) (  56,   62) (  58,   57) (  50,   55) (  43,   46) (  75,   60)
          (  45,   57) (  70,   58) (  50,   59) (  53,   56) (  64,   59) (  54,   58) (  51,   59) (  58,   54) (  64,   60) (  50,   54)
          (  56,   61) (  51,   62) (  65,   56) (  45,   53) (  59,   59) (  51,   57) (  67,   55) (  48,   58) (  56,   56) (  66,   60)
          (  47,   52) (  64,   56) (  58,   58) (  48,   52) (  74,   65) (  58,   57) (  58,   57) (  51,   46) (  49,   60) (  65,   50)
          (  60,   62) (  60,   60) (  58,   58) (  46,   57) (  57,   54) (  67,   54) (  61,   56) (  52,   58) (  62,   56) (  37,   55)
          (  68,   51) (  52,   56) (  56,   57) (  64,   61) (  39,   54) (  67,   58) (  66,   58) (  49,   57) (  73,   61) (  42,   58)
          (  62,   57) (  64,   60) (  50,   60) (  61,   58) (  62,   52) (  58,   59) (  50,   55) (  59,   57) (  59,   62) (  52,   53)
          (  74,   65) (  51,   57) (  47,   53) (  65,   53) (  58,   54) (  43,   50) (  53,   62) (  61,   51) (  77,   62) (  53,   53)
          (  59,   53) (  63,   53) (  59,   59) (  54,   59) (  58,   57) (  36,   46) (  63,   62) (  56,   59) (  66,   52) (  60,   60)
          (  59,   61) (  60,   59) (  50,   60) (  54,   51) (  52,   57) (  63,   59) (  58,   52) (  47,   56) (  62,   54) (  63,   60)
          (  60,   59) (  52,   58) (  60,   56) (  53,   51) (  63,   58) (  48,   52) (  47,   53) (  67,   60) (  57,   62) (  59,   56)
          (  48,   62) (  58,   53) (  54,   54) (  50,   63) (  60,   55) (  62,   58) (  47,   56) (  62,   56) (  45,   59) (  74,   53)
          (  60,   55) (  64,   60) (  64,   64) (  64,   69) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64)
          (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64)
          (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64)
          (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64)
          (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64)
          (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64)
          (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64)
          (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64)
          (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64)
          (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64)
          (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64)
          (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64)
          (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64)
          (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64)
          (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64)
          (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64)
          (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64)
          (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64)
          (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64)
          (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64)
          (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64)
          (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64)
          (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64)
          (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64)
          (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64)
          (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64)
          (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64)
          (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64)
          (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64)
          (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64)
          (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64)
          (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64)
          (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64)
          (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64)
          (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64)
          (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64)
          (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64)
          (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64)
          (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64)
          (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64)
         
node   2 sent_total  44329  recv_total  44255

node   3  (   1,    0) (   0,    0) (   3,    3) (  33,    8) (  42,   13) (  81,   51) (  97,   84) (  81,   91) (  81,   81) (  81,   81)
          (  81,   81) (  81,   81) (  81,   81) (  81,   81) (  81,   81) (  81,   81) (  81,   81) (  81,   81) (  81,   81) (  81,   81)
          (  81,   81) (  81,   81) (  81,   81) (  81,   81) (  81,   81) (  81,   81) (  81,   81) (  81,   81) (  81,   81) (  81,   81)
          (  81,   81) (  81,   81) (  81,   81) (  81,   81) (  81,   81) (  81,   81) (  81,   81) (  81,   81) (  81,   81) (  81,   81)
          (  81,   81) (  81,   81) (  81,   81) (  81,   81) (  81,   81) (  81,   81) (  81,   81) (  81,   81) (  81,   81) (  81,   81)
          (  81,   81) (  76,   81) (  70,   78) (  63,   65) (  70,   69) (  88,   75) (  64,   68) (  83,   77) (  72,   78) (  74,   70)
          (  74,   75) (  76,   67) (  74,   69) (  58,   68) (  87,   81) (  76,   72) (  69,   66) (  72,   78) (  74,   72) (  72,   73)
          (  68,   67) (  71,   71) (  83,   77) (  69,   70) (  81,   69) (  63,   77) (  80,   73) (  73,   72) (  67,   76) (  66,   66)
          (  85,   75) (  74,   72) (  74,   71) (  75,   76) (  76,   66) (  70,   76) (  72,   67) (  78,   71) (  76,   76) (  77,   62)
          (  64,   76) (  70,   78) (  54,   68) (  86,   78) (  70,   76) (  66,   72) (  76,   77) (  70,   70) (  71,   68) (  74,   69)
          (  78,   70) (  56,   73) (  77,   65) (  60,   64) (  54,   53) (  73,   56) (  66,   51) (  56,   64) (  52,   58) (  70,   56)
          (  56,   61) (  53,   55) (  55,   56) (  60,   57) (  57,   60) (  44,   62) (  72,   52) (  48,   57) (  63,   58) (  53,   59)
          (  46,   58) (  74,   58) (  59,   59) (  60,   62) (  49,   56) (  65,   57) (  53,   54) (  57,   56) (  52,   61) (  60,   53)
          (  62,   60) (  57,   59) (  52,   55) (  60,   48) (  59,   62) (  59,   63) (  52,   53) (  62,   54) (  52,   60) (  68,   55)
          (  57,   62) (  48,   56) (  58,   53) (  51,   50) (  67,   57) (  49,   56) (  61,   58) (  50,   51) (  58,   54) (  65,   57)
          (  56,   60) (  59,   57) (  52,   57) (  41,   52) (  69,   59) (  57,   60) (  56,   52) (  53,   61) (  56,   55) (  50,   53)
          (  61,   60) (  54,   53) (  57,   53) (  58,   60) (  57,   60) (  60,   54) (  63,   57) (  53,   53) (  53,   62) (  65,   55)
          (  43,   55) (  72,   59) (  55,   62) (  57,   60) (  53,   54) (  59,   60) (  54,   51) (  59,   58) (  54,   55) (  60,   59)
          (  59,   64) (  61,   57) (  50,   56) (  59,   59) (  53,   59) (  57,   60) (  58,   55) (  50,   57) (  67,   54) (  46,   59)
          (  60,   58) (  56,   48) (  51,   61) (  61,   57) (  46,   50) (  67,   54) (  46,   59) (  59,   53) (  66,   57) (  53,   59)
          (  57,   55) (  53,   64) (  57,   54) (  55,   58) (  51,   59) (  54,   53) (  64,   53) (  55,   61) (  45,   55) (  53,   60)
          (  51,   49) (  58,   59) (  54,   64) (  50,   53) (  68,   61) (  53,   62) (  44,   56) (  68,   52) (  47,   56) (  54,   52)
          (  69,   61) (  50,   60) (  61,   59) (  57,   55) (  59,   56) (  49,   52) (  59,   55) (  67,   61) (  46,   56) (  67,   56)
          (  54,   54) (  62,   61) (  50,   52) (  53,   60) (  56,   59) (  63,   58) (  51,   56) (  52,   58) (  61,   59) (  59,   57)
          (  64,   57) (  60,   58) (  56,   62) (  51,   56) (  62,   55) (  52,   58) (  63,   55) (  52,   57) (  50,   60) (  58,   53)
          (  55,   63) (  59,   57) (  58,   56) (  58,   53) (  58,   61) (  59,   50) (  50,   62) (  66,   56) (  52,   56) (  58,   62)
          (  63,   59) (  56,   57) (  51,   59) (  55,   57) (  55,   58) (  51,   49) (  53,   57) (  45,   58) (  69,   56) (  53,   56)
          (  49,   60) (  73,   62) (  50,   58) (  59,   49) (  55,   61) (  58,   56) (  55,   55) (  67,   63) (  59,   54) (  56,   57)
          (  46,   56) (  60,   62) (  59,   52) (  50,   53) (  53,   61) (  58,   60) (  51,   52) (  69,   55) (  57,   63) (  53,   59)
          (  64,   61) (  60,   50) (  54,   54) (  51,   60) (  55,   55) (  57,   54) (  66,   62) (  53,   56) (  55,   66) (  61,   54)
          (  53,   60) (  64,   55) (  71,   62) (  64,   69) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64)
          (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64)
          (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64)
          (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64)
          (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64)
          (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64)
          (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64)
          (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64)
          (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64)
          (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64)
          (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64)
          (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64)
          (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64)
          (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64)
          (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64)
          (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64)
          (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64)
          (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64)
          (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64)
          (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64)
          (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64) (  64,   64)
